y_prob_dupl	y_gt
0.82026163980487321	1
0.989596250133984	1
0.75645952695188079	0
0.91539372316056045	1
0.0021566456432633918	0
0.11664495922587323	0
0.92422239242519322	1
0.00012972629722813529	0
0.085670641604507575	0
0.029209667639271606	1
0.077958458320703153	0
0.83860073725852791	1
0.013382788752569819	0
0.99485460061673492	1
0.99757046430758922	1
0.99912762979837122	1
0.017078166082082777	0
0.96711372355849068	1
0.46148280242376821	1
0.20291197793749163	0
0.99993141165604438	1
0.99999999999999933	1
0.85086873747975944	1
0.023347364661381206	0
0.088190174902107801	0
0.9689594819527293	1
0.0069374375797725679	0
0.040085757658728863	0
0.033028876893320076	0
0.30232460104057446	0
0.98605374288924641	1
0.83818671808391887	1
0.014153675011903151	0
0.99086521218453572	1
0.2313244973046521	0
0.99897466826297443	1
0.016929646236691503	0
0.044167246369679676	0
1.0	1
0.0081061919662028959	0
0.0047389673999357904	0
0.070303300685032599	0
0.94802565817931672	1
0.99999999995753641	1
0.92698930336284457	0
0.9451568783758526	1
0.85148230275383086	1
0.043314153121473263	0
0.012002386502257451	0
0.99307097958049351	1
0.33996925790643617	0
0.9861712814221788	1
0.99930375945672389	1
0.99937992541156351	1
0.99966271837985954	1
0.02645854936553273	0
0.99694586116562844	1
0.99998904273763756	1
0.033949074802551604	0
0.99925798925570819	1
0.98365371277472968	1
0.054608514460883044	0
0.94574618945185795	1
0.99989551658225795	1
0.10361120593235718	0
0.033669585806755997	0
0.70393474303283288	1
0.19032040810018094	0
0.95624877989246637	0
0.015089061922422684	0
0.0096766744266604792	0
0.51478159436140725	0
0.0050519767303020442	0
0.062095971869342848	0
0.038096831586370908	0
0.99990067762035673	1
0.073964097774683671	0
0.45224986709397619	1
0.038995629651911827	0
0.99957696681152364	1
0.057560971548149181	0
0.99480576736969184	1
0.98338673466179471	1
0.99972555076315295	1
0.41778619890061819	1
0.99989603274788397	1
0.21118798788194817	0
0.99594624244741436	1
0.98050735113418153	1
0.020619329250368995	0
0.99999967330840833	1
0.41747213111768189	0
0.99988461317802513	1
0.99929712927265757	1
0.99505108999461334	1
0.99920160869280661	1
0.18910290175662769	0
0.088523662190266889	0
0.042000170021989303	0
0.73472968684527229	1
0.21797195831676225	0
0.036106296239808794	0
0.0039483631289681676	0
0.055639488111202201	0
0.99984696814504548	1
0.013114085171067328	0
0.26901375810738781	0
0.9948278311213653	1
0.99298676202150615	1
0.0028840274442290684	0
0.0021936903760401056	0
0.96089103441619783	1
0.99062751800528281	1
0.83760694073002484	1
0.99793880334100316	1
0.042256279577413666	0
0.99840628787464969	1
0.031799206951313601	0
0.97136545146208697	1
0.0045516686271925835	0
0.43417717329808192	0
0.99764539302013777	1
0.054671138073097994	0
0.99433596417322323	1
0.054879643115290748	0
0.059991520502160708	0
0.83529661528089383	1
0.28202984942577636	1
0.9999968212862328	1
0.013576122737582597	0
0.95939641615852145	1
0.0478013992937057	0
0.51222927611865687	1
0.0046963965850829927	0
0.95476573795372599	1
0.93717040153639675	1
0.97377543480448292	0
0.99712847909766078	1
0.99705260340499646	1
0.029599692325881236	0
0.0052674582096598425	0
0.049653334925785761	0
0.65111524172972091	0
0.010485066053771813	0
0.25944533593439051	0
0.96770973234941149	1
0.055891916523423818	0
0.90942139186518811	1
0.011659588155923306	0
0.93565101749005808	1
0.038125872854014378	1
0.9970393678569347	1
0.99917717943084383	1
0.99527025029883143	1
0.99995113944086489	1
0.11174697239438566	0
0.23786091652702915	0
0.99905569624244583	1
0.18540501066217982	0
0.00065247535415503821	0
0.14141158396521339	1
0.99040735281821435	1
0.99556293647333471	1
0.0069115338410293608	0
0.99305908884089211	1
0.9870373052323661	1
0.024749625201956362	0
0.92887563551642505	0
0.91369458157901173	1
0.3474574837584633	0
0.040718640246048064	0
0.039823856641216883	0
0.035026127964272513	0
0.04915017314724205	0
0.13840682546819047	0
0.20589088024660901	1
0.0012208670157738627	0
