y_prob_dupl	y_gt
0.4285430775088932	1
0.57513042873134101	1
0.053873330847395762	0
0.015964728620379232	0
0.068910877199983234	0
0.44874914887302786	1
0.72645123315210691	1
0.0033993765069794124	0
0.57328098120696525	1
0.33407241289498235	1
0.5257787196165119	1
0.002405372773442882	0
0.85031632428138149	1
0.59273017310787357	1
0.10511744260690148	0
0.23638130717621875	0
0.67657172533837651	1
0.21188099772695146	1
0.48582911050642308	1
0.11565138316188861	1
0.86076504274672305	1
0.37637404031453869	0
0.029113818778297773	0
0.53221193695323776	1
0.013809758358720226	0
0.13449249550119424	0
0.0020076452174185855	0
0.23540277238266505	0
0.35823789285715446	1
0.001972477389491134	0
0.64369200939948634	1
0.020481053664795357	0
0.028035989780171522	0
0.70111209477756231	1
0.023343044350168318	1
0.26351736914619228	0
0.14861553725572907	1
0.048558239091003319	0
0.10545184301407595	1
0.093400530889669042	0
0.62818705228507843	1
0.5218725050894637	1
0.83512481323667687	1
0.0024639246280008242	0
0.039955225842934761	0
0.45364599552883456	1
0.051363270374499503	0
0.68575751104248839	1
0.53972765567110337	1
0.22474737615485829	1
0.30092434277370983	0
0.50731982133322295	1
0.17044189412866861	1
0.25287479516393585	1
0.14629136851959046	0
0.040898767846620721	0
0.67447605206448424	1
0.010471206881393802	0
0.10339869023199655	0
0.21680281731373552	1
0.17613428954095445	0
0.080160885966850559	1
0.36623978854775507	1
0.22002775942347641	0
0.16032864040185324	1
0.64706017707913266	1
0.17784466717409331	0
0.057823432791856866	0
0.59361194873163081	1
0.42159763031595676	0
0.34884282269724842	1
0.082105915909540639	0
0.098436242062149737	0
0.31605855394322147	1
0.45075457967374444	1
0.0025678737465427703	0
0.052573629801692112	0
0.55515341980736954	1
0.10765731832923164	1
0.57138625505301632	1
0.33711157030358918	1
0.55017764464981977	1
0.025167898464849237	0
0.80380308108281862	1
0.02012271872229543	0
0.0038290401878809943	0
0.050972389538869178	0
0.3961340052769573	1
0.52479243262527087	1
0.40551982704323852	1
0.78817496882382654	1
0.04285946633392046	0
0.10035917202117361	0
0.010768610215994956	0
